#seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	peak	type	gene	deseq.foxp1wt.q	deseq.foxp1fl.q	foxp1diff.log2FC	foxp1diff.q	Foxp1	noFoxp1	fkh	runx	ets
1	37889695	37890704	1010	*	foxp3_peak_1756c	227	3.10679	22.76055	19.47446	792	promoter	Mitd1	0.000469407775733247	0.0948153900590623	-0.565729462324169	0.466437424814201	0	0	1	0	1
1	38129124	38130661	1538	*	foxp3_peak_1782b	340	3.97595	34.08359	30.54615	905	promoter	Rev1	4.16078802820254e-07	0.00105217499098971	-0.198693921900435	0.793380733244609	1	0	0	0	0
1	38664540	38665397	858	*	foxp3_peak_1814a	173	3.8935	17.32179	14.19007	393	promoter	Aff3	0.00356583648608695	0.071035970402291	-0.357672141363139	0.701984424215015	0	0	0	1	1
1	39280895	39281368	474	*	foxp3_peak_1852	272	4.44494	27.29796	23.90289	248	intergenic		0.00323593406102295	0.0321005775831518	-0.25592600469479	0.809343154876539	0	0	1	0	1
1	39571331	39572305	975	*	foxp3_peak_1869a	53	2.47081	5.39737	2.83548	109	promoter	Rnf149	0.00811149058270738	0.0481436953331897	-0.213866494336086	0.857818406740917	0	1	0	0	1
1	39576670	39578108	1439	*	foxp3_peak_1872b	875	7.82605	87.57278	83.31884	1009	promoter	Rnf149	9.05418906951754e-05	0.000140722990460231	0.206541059612555	0.768087858095683	1	0	0	0	0
1	39713732	39714749	1018	*	foxp3_peak_1880	1290	11.12702	129.03886	124.43961	520	intergenic		6.57339729149952e-06	2.74245108358349e-07	0.342788871009965	0.670095948085477	0	0	1	1	1
1	39842003	39843298	1296	*	foxp3_peak_1888a	758	6.51128	75.84944	71.71596	397	intergenic		6.95375722240647e-11	9.44815343955695e-06	-0.199140913150074	0.775856859346404	0	0	0	1	0
1	39895575	39897072	1498	*	foxp3_peak_1894c	80	2.40344	8.05555	5.30528	1131	intergenic		0.00217238051984578	0.126631934297133	-0.539453576741991	0.491984878504795	0	0	0	1	1
1	39900560	39901607	1048	*	foxp3_peak_1895a	227	4.05891	22.77544	19.48898	236	promoter	Map4k4	0.000180476909832343	0.0850537320611757	-0.534489663666864	0.548416361687217	0	0	0	0	0
1	39922541	39923372	832	*	foxp3_peak_1903a	286	4.54133	28.69037	25.2633	344	intron	Map4k4	0.00799749116603206	0.055484368879823	-0.287108966694266	0.771287647975161	0	1	0	0	0
1	39936260	39937033	774	*	foxp3_peak_1906a	382	4.80139	38.22548	34.61396	217	intron	Map4k4	5.14874103414878e-06	0.000592114334286349	-0.107035421504112	0.9001317742519	1	0	0	0	0
1	39954537	39955335	799	*	foxp3_peak_1910	115	3.28137	11.52217	8.6023	316	intron	Map4k4	0.00222213220289085	0.108145857480605	-0.684110163797675	0.520470389629009	0	0	0	0	0
1	40059059	40059496	438	*	foxp3_peak_1930b	50	2.33956	5.00745	2.47342	308	intergenic		9.83278698226576e-06		-1.05640214296264	0.508043704487437	0	1	0	0	0
1	40079580	40079978	399	*	foxp3_peak_1937	258	5.01425	25.89423	22.53224	196	intron	Il1r2	0.00429962763675565	0.0079054750950679	-0.0230457246089025	0.990534106603102	0	1	0	1	1
1	40084377	40086211	1835	*	foxp3_peak_1938d	204	4.52823	20.42839	17.20451	1524	promoter	Il1r2	0.00111394659800344	0.00101102924663098	0.364930055545467	0.680824391482369	0	1	0	0	0
1	40380711	40381386	676	*	foxp3_peak_1970	378	5.59597	37.87807	34.27246	480	intergenic		0.00208042560274166	0.0325125933557235	-0.251729028302512	0.791557195017148	0	0	0	0	1
1	40382604	40383667	1064	*	foxp3_peak_1971b	102	3.1183	10.28304	7.42005	558	intergenic		0.00255053777628156	0.00521043654276805	0.0400577722465915	0.975580345579891	0	0	0	1	1
1	40475320	40476259	940	*	foxp3_peak_1995b	1700	10.00187	170.02858	165.16812	579	intron	Il18r1	5.66027403299559e-11	8.09945138501734e-09	0.159685266285633	0.822626250956671	0	0	1	1	0
1	40479417	40480198	782	*	foxp3_peak_1997	564	5.31253	56.45	52.55651	258	intron	Il18r1	0.000933724711686255	0.00381571457787833	0.366402547287452	0.749779809209286	0	0	0	0	1
1	43207038	43207610	573	*	foxp3_peak_2097	120	3.4692	12.09108	9.14667	371	intergenic	Fhl2	0.00304801684206624		-1.51298607619952	0.116573783502642	0	1	0	1	0
1	43464705	43465375	671	*	foxp3_peak_2120b	241	4.11424	24.11597	20.7968	450	intron	Nck2	0.00918610657794591	0.134600011475845	-0.424018939463884	0.70862429811557	0	0	0	1	1
1	43502698	43503426	729	*	foxp3_peak_2132	129	3.23008	12.97939	9.99921	354	intron	Nck2	0.00162484179369413	0.0810065403654938	-0.502608342509097	0.628444570485275	0	1	0	0	0
1	43519759	43521033	1275	*	foxp3_peak_2135b	143	3.54409	14.35217	11.32189	622	intron	Nck2	0.00988571791726307	0.0332355374092222	0.0777403043575258	0.948931693072802	0	1	0	1	0
1	43539597	43540376	780	*	foxp3_peak_2139	230	4.3887	23.0167	19.72548	459	intron	Nck2	0.00541663511934797	0.0430679494355148	-0.219942319733042	0.818694331225666	0	0	1	1	0
1	43542041	43542789	749	*	foxp3_peak_2141	430	5.62414	43.00296	39.30875	453	intron	Nck2	0.000132745213273944	0.000941034540712585	-0.0200664000686321	0.987794554660865	0	0	0	1	0
1	43827593	43828261	669	*	foxp3_peak_2164	299	4.4013	29.9173	26.46572	232	promoter	Uxs1	0.000373075122871705	0.0112718965261749	-0.272005854142784	0.765640950829127	1	0	0	0	1
1	43879935	43880903	969	*	foxp3_peak_2166b	440	5.9815	44.01764	40.30743	684	intergenic		7.14164913967472e-06	0.009487691682011	-0.522422523745336	0.522855479380426	0	0	0	1	1
1	43933244	43934376	1133	*	foxp3_peak_2175	2408	12.1882	240.83556	235.60158	385	promoter	Tpp2	5.41932112818873e-17	3.41533529179264e-07	-0.200831879378213	0.782821961988912	1	0	0	0	1
1	45794756	45795630	875	*	foxp3_peak_2287	624	6.51281	62.40552	58.4331	531	promoter	Wdr75	4.94074244052064e-05	0.000216231056926315	0.171971192151902	0.839086830692064	0	0	0	0	0
1	46852746	46854648	1903	*	foxp3_peak_2309b	792	6.889	79.22387	75.05388	669	promoter	Slc39a10	1.88506882479459e-08	0.0046128862953699	-0.298157406302873	0.696121216255794	1	0	1	0	1
1	46894406	46895030	625	*	foxp3_peak_2314	365	5.32242	36.58963	33.00595	238	promoter	Slc39a10	0.0035819588297122	0.0227512186820087	-0.116111230640921	0.919035210865946	0	0	0	0	1
1	48878319	48878674	356	*	foxp3_peak_2417	50	2.33956	5.00745	2.47342	157	intergenic		0.00789613489835145		-1.03195571929666	0.564378157933434	0	1	0	0	0
1	51477856	51478701	846	*	foxp3_peak_2593	336	4.61134	33.68339	30.15418	389	promoter	Nabp1	0.000206310478410093	0.00181507020560324	0.210227881153191	0.83802635142562	1	0	0	0	0
1	51525034	51526352	1319	*	foxp3_peak_2599c	74	2.67118	7.49685	4.77906	952	intergenic		0.00776304174248455	0.210345083885713	-0.590035087429844	0.522855479380426	1	0	1	1	1
1	51584308	51585574	1267	*	foxp3_peak_2609	1086	7.74775	108.68144	104.24078	793	intergenic		1.15593486166737e-05	8.09945138501734e-09	0.777698856508569	0.138246164568038	1	0	0	0	1
1	51593672	51594399	728	*	foxp3_peak_2610	562	6.51923	56.21425	52.32397	322	intergenic		1.87494317500724e-05	0.00486870193311328	-0.136399349615231	0.907608393603071	0	0	0	0	0
1	52010712	52012192	1481	*	foxp3_peak_2635c	625	6.55645	62.5954	58.62092	779	exon	Stat4	4.87648862526966e-07	0.000781536358335394	-0.240452351130473	0.740152393683866	0	0	0	1	1
1	52019508	52020183	676	*	foxp3_peak_2637	300	3.87968	30.02408	26.57027	288	intron	Stat4	1.62830100745927e-05	0.00706756316030926	-0.437711709241403	0.587264267169064	0	0	0	0	0
1	52034726	52035831	1106	*	foxp3_peak_2640c	136	3.50858	13.63468	10.63132	834	intron	Stat4	0.00519704540538994	0.108049668294804	-0.235814220161919	0.850178398342808	0	1	0	1	1
1	52039634	52041109	1476	*	foxp3_peak_2643b	230	4.46291	23.07017	19.77751	1003	intron	Stat4	0.00642612664739699	0.0435698469270557	-0.154503173648186	0.871683166256893	0	1	0	0	1
1	52113369	52114135	767	*	foxp3_peak_2658b	266	3.70929	26.68457	23.30434	555	intergenic		6.04575457485146e-05	0.0812765244740294	-0.619772617954656	0.50770265408958	1	0	0	0	0
1	52116817	52117406	590	*	foxp3_peak_2659	167	3.35987	16.79111	13.67813	174	intergenic	Gm18301	0.00622158149331462	0.127209809049083	-0.461661000791808	0.661304378349868	0	0	1	1	0
1	52119134	52119614	481	*	foxp3_peak_2660	514	4.94355	51.42961	47.60699	205	promoter	Stat1	0.000145126417839165	0.0311859509906991	-0.418723213610531	0.628970925729082	1	0	1	0	1
1	52231506	52233616	2111	*	foxp3_peak_2692c	89	2.36122	8.91376	6.11342	964	promoter	Gls	0.00715914500899426	0.0268049268327288	0.0683548957294484	0.936122757294699	0	0	0	0	1
1	52261510	52261937	428	*	foxp3_peak_2699	72	2.76318	7.27091	4.56588	161	intergenic		0.00631262268788533		-0.790143840357483	0.606477312596616	0	1	0	0	0
1	52363312	52364053	742	*	foxp3_peak_2711b	459	7.0699	45.9959	42.25449	476	intergenic		0.00119480381402903	0.00751515085298817	-0.0312126118798434	0.981122206402056	0	1	0	0	0
1	52374442	52375042	601	*	foxp3_peak_2716	159	3.22966	15.92861	12.8432	400	intergenic		0.00682374436351567	0.0161235484528836	0.00635937323184177	0.996486357259211	0	1	0	0	1
1	52387982	52389500	1519	*	foxp3_peak_2718a	468	6.2722	46.80559	43.05191	464	intergenic		0.00276012183534273	0.00797410931394918	0.162107369148923	0.862935305823921	0	1	0	1	1
1	52391316	52393474	2159	*	foxp3_peak_2721b	398	6.57568	39.89792	36.2561	630	intergenic		8.12888452544775e-05	0.000519214952636408	0.188125892966465	0.808623607399727	0	0	0	1	1
1	52499340	52500920	1581	*	foxp3_peak_2734c	439	5.16391	43.99259	40.2828	1193	promoter	Nab1	2.31593011273613e-06	0.00702858216443716	-0.0664311940703231	0.952696397294771	1	0	0	0	0
1	52653278	52653753	476	*	foxp3_peak_2751	567	6.20475	56.79253	52.89456	265	intergenic	Mfsd6	1.28373629069199e-05	0.000462932520426644	-0.0643453533507378	0.958566412290079	0	0	0	0	1
1	52800210	52801622	1413	*	foxp3_peak_2770a	202	3.47064	20.22997	17.01439	293	promoter	Inpp1	0.00195024371092711	0.0553114647170366	-0.287456594319259	0.72340385298968	0	0	0	0	0
1	53049671	53050849	1179	*	foxp3_peak_2799	560	7.98772	56.05621	52.168	658	intergenic		2.01641571782661e-07	6.86673804959068e-05	-0.174622540780836	0.834545035263794	0	1	0	0	0
1	53773723	53774640	918	*	foxp3_peak_2860	1027	7.12912	102.73074	98.33761	453	intron	Stk17b	4.75828634302313e-10	0.00172187695262088	-0.473462461308816	0.54997992199231	0	0	0	1	0
1	53776217	53777040	824	*	foxp3_peak_2861b	370	4.14129	37.04707	33.4561	548	exon	Stk17b	0.00279046183007224	0.100796664792609	-0.336802610524872	0.687428536767948	0	0	0	0	1
1	53784191	53785816	1626	*	foxp3_peak_2866a	168	3.05651	16.81134	13.69801	274	promoter	Stk17b	0.00126460585671978	0.0234438046053648	-0.0975955675458461	0.913745685080025	0	0	1	1	0
1	53791275	53792360	1086	*	foxp3_peak_2867	197	3.33885	19.76102	16.55776	270	intergenic	Stk17b	0.00823051092817523	0.107371694972376	-0.278893016712142	0.756386727754578	0	0	0	1	0
1	53796800	53798449	1650	*	foxp3_peak_2869a	641	6.75435	64.12547	60.13147	436	intergenic	Stk17b	8.01010750431312e-05	0.000101672361053389	0.282684903952001	0.693403324374192	0	0	0	0	1
1	53844999	53845766	768	*	foxp3_peak_2879	589	5.22843	58.99923	55.07073	523	intergenic		0.000111170311928548	0.00900488864807629	-0.197527285478171	0.804008850945517	0	0	0	1	0
1	53850819	53851919	1101	*	foxp3_peak_2880b	2147	10.26157	214.75958	209.6571	681	promoter		1.30043025738158e-14	4.67853752994809e-07	0.0614958292791551	0.952261342041965	1	0	0	1	1
1	54585346	54586817	1472	*	foxp3_peak_2948a	637	6.26711	63.7919	59.80134	309	intergenic		5.15767073390946e-08	1.24461933380363e-05	-0.0865702037240496	0.911562449981672	1	0	0	0	1
1	54841673	54842406	734	*	foxp3_peak_2985	460	5.06072	46.03734	42.29507	339	intron	Ankrd44	0.0029745338566593	0.0758197786031535	-0.26263663341342	0.802293227904452	0	0	0	1	0
1	54871223	54871859	637	*	foxp3_peak_2994	493	6.06376	49.3508	45.55927	258	intron	Ankrd44	2.65029868304207e-05	0.0442369567163808	-0.627566326907523	0.483278042971257	0	0	0	0	1
1	54913254	54914880	1627	*	foxp3_peak_3004a	291	4.45381	29.18277	25.74648	397	promoter	Ankrd44	2.3011889934275e-05	0.00449160839682267	-0.189611221283478	0.808305484150315	0	0	0	0	1
1	54923803	54924624	822	*	foxp3_peak_3008	204	3.75473	20.49831	17.27265	328	intron	Ankrd44	0.000705203046872503	0.055781233260112	-0.408452813105155	0.683266394780163	0	1	0	0	1
1	54925635	54926869	1235	*	foxp3_peak_3009c	105	2.53707	10.56516	7.68713	742	promoter	Ankrd44	0.00918233336601446	0.0830018198090614	-0.185810865017505	0.835667327480417	1	0	1	0	1
1	55026513	55027869	1357	*	foxp3_peak_3019c	213	3.7482	21.35202	18.1055	946	promoter	Sf3b1	0.00103367663281359	0.0138788346023398	-0.0392312481460806	0.970558849009443	0	0	1	0	0
1	55048983	55049649	667	*	foxp3_peak_3023a	60	2.38998	6.00996	3.38888	304	intergenic	E330011M16Rik	0.00604291304128698	0.0276426450730215	-0.0717654904948051	0.963194295748347	0	1	0	0	1
1	55130488	55131590	1103	*	foxp3_peak_3037b	852	7.30022	85.23502	81.00321	657	promoter	Mob4	1.30266450399125e-06	0.0112347744892527	-0.444110232282419	0.540929453216512	1	0	0	0	0
1	55446258	55447302	1045	*	foxp3_peak_3080c	523	7.70532	52.33374	48.49751	727	promoter	Plcl1	0.000985439978099333	0.00676322383638654	-0.161382018586502	0.868177075889595	0	0	0	1	0
1	58392920	58393428	509	*	foxp3_peak_3189	202	3.96407	20.239	17.02292	241	promoter	Bzw1	0.00193884476214303	0.210565776745323	-0.906360918240362	0.386932905404171	1	0	0	0	0
1	58422247	58424065	1819	*	foxp3_peak_3198b	1805	12.00625	180.52176	175.60037	924	promoter	Clk1	1.31276584365718e-06	1.2690232186256e-05	0.0638939424261611	0.938689165862158	1	0	1	1	0
1	58445100	58445924	825	*	foxp3_peak_3201	212	4.26829	21.27997	18.0349	310	promoter	Ppil3	1.68608787586619e-05	0.00346426685995373	-0.184502796857647	0.861402077068427	0	0	0	0	0
1	58585843	58586967	1125	*	foxp3_peak_3217b	462	5.69834	46.29172	42.54562	621	promoter	Fam126b	0.000326487756410315	0.000672324733541914	0.0198531340523048	0.986424271495338	0	0	0	0	0
1	58711693	58713391	1699	*	foxp3_peak_3229d	342	4.73511	34.23003	30.69062	1323	promoter	Cflar	3.12353138978978e-05	0.0112778529354671	-0.212786882323398	0.7790231407033	0	0	0	1	1
1	58720939	58721708	770	*	foxp3_peak_3236	407	5.18418	40.78888	37.13144	206	intron	Cflar	0.000385563905068645	0.00183685496176458	0.0083459216729649	0.995655326211233	0	0	0	0	1
1	58794940	58795852	913	*	foxp3_peak_3253	141	3.44747	14.1336	11.11132	436	promoter	Casp8	0.00162796206832548	0.00224102735629774	0.176491542028503	0.86312748392114	0	1	0	1	0
1	58797328	58798426	1099	*	foxp3_peak_3255a	908	6.75569	90.8387	86.55243	220	promoter	Casp8	7.96355614506714e-07	0.00693963573056589	-0.334548457703237	0.672211909527076	0	0	0	1	1
1	58801734	58802848	1115	*	foxp3_peak_3256c	59	1.92713	5.90082	3.28738	698	promoter	Casp8	0.00753558099366107	0.24578760698308	-0.617690347494134	0.411187599983829	0	1	0	0	1
1	60015941	60016777	837	*	foxp3_peak_3355	442	6.08907	44.23069	40.51746	458	intron	Ica1l	4.01919520042492e-05	0.00528415335044551	-0.173030061816229	0.865000658373439	0	1	0	0	0
1	60097601	60098600	1000	*	foxp3_peak_3363b	202	3.39948	20.23092	17.01528	513	promoter	Wdr12	0.00673806595269301	0.0930019972359113	-0.261563687150123	0.766981270116865	0	0	0	0	1
1	60541030	60541851	822	*	foxp3_peak_3421a	190	4.03699	19.03691	15.85459	388	intron	Raph1	0.00527836797366251	0.0582798445499164	-0.255985406454208	0.804008850945517	0	1	0	0	0
1	60566623	60567186	564	*	foxp3_peak_3429	431	5.64018	43.11329	39.41795	226	promoter	Raph1	0.00113582727484593	0.00592319041421612	-0.0727809501381699	0.957407692737575	0	0	0	0	0
1	60745729	60746840	1112	*	foxp3_peak_3449	316	4.09688	31.64033	28.15338	590	promoter	Cd28	0.000249379749736961	0.0580275691753519	-0.292065430177285	0.745164862376627	0	0	0	1	0
1	60755214	60756346	1133	*	foxp3_peak_3457a	546	4.17413	54.61115	50.74286	451	intron	Cd28	7.9547066071575e-08	4.21495758426482e-07	0.245131227102518	0.716736685826527	0	0	0	0	1
1	60757402	60758782	1381	*	foxp3_peak_3458c	168	2.51787	16.84167	13.72774	1043	intron	Cd28	0.000282650342421208	0.0675758351598925	-0.32403495283463	0.70862429811557	0	1	0	0	1
1	60760954	60762232	1279	*	foxp3_peak_3460a	331	4.04251	33.10233	29.5858	633	intron	Cd28	2.91976043917894e-05	5.46850572583314e-05	0.244002554298392	0.730965951264585	0	1	1	0	0
1	60776379	60778097	1719	*	foxp3_peak_3464b	817	7.63733	81.70171	77.50677	769	exon	Gm11579	1.2474696324256e-10	5.77820355049461e-05	-0.248588836672724	0.717994341842113	1	0	0	1	0
1	60875055	60876582	1528	*	foxp3_peak_3482a	133	3.6274	13.33289	10.33917	394	intergenic		0.00470939624065649	0.0299351132569768	-0.0496542235365286	0.969246252426001	0	0	0	0	1
1	60882737	60883415	679	*	foxp3_peak_3487	147	2.70039	14.71548	11.67298	259	intergenic		0.0027910905879144	0.211539676814652	-0.722800368537931	0.423073696328738	0	1	0	0	0
1	60897926	60899854	1929	*	foxp3_peak_3499b	379	4.6691	37.90525	34.29886	755	intron	Ctla4	1.14980207920144e-08	0.000341033144153286	-0.223376209139274	0.756799978693429	0	0	0	1	0
1	60908284	60909549	1266	*	foxp3_peak_3504b	893	7.67894	89.3321	85.05996	729	promoter	Ctla4	5.21789165172047e-06	0.00141825306671643	-0.062366272442227	0.953024463098763	0	1	0	0	0
